Appointment_ID,Orders,MDL_No (from Orders),Order No.,Last Name,First Name,First_Last_Calculated,Firm,Attorney,Canonical_Name (from Attorney),Appoint,Remove,Interim,Appointment Types,Appointee Type,Plaintiff/Defendant
2243-112-545,2243-112,2243,2243-112,Cook,Wesley,Wesley Cook,"Beasley, Allen, Crow, Methvin",291-Wesley C. Cook,Wesley C. Cook,checked,,,Management,Individual,Plaintiff
2243-112-546,2243-112,2243,2243-112,Robinson,Mark,Mark Robinson,"Robinson, Calcagnie & Robinson",258-Mark P. Robinson Jr,Mark P. Robinson Jr,checked,,,Management,Individual,Plaintiff
2243-112-547,2243-112,2243,2243-112,Maniatis,Victoria,Victoria Maniatis,"Sanders, Wiener, Grossman, LLP",215-Victoria J. Maniatis,Victoria J. Maniatis,checked,,,Management,Individual,Plaintiff
2243-112-548,2243-112,2243,2243-112,Davis,Leonard,Leonard Davis,Herman Gerel LLP,262-Leonard A. Davis,Leonard A. Davis,checked,,,Management,Individual,Plaintiff
2243-112-549,2243-112,2243,2243-112,Dugan,James,James Dugan,The Dugan Law Firm,419-James R. Dugan II,James R. Dugan II,checked,,,Management,Individual,Plaintiff
2243-215-550,2243-215,2243,2243-215,Weitz,Perry,Perry Weitz,"Weitz & Luxenberg, P.C.",292-Perry Weitz,Perry Weitz,checked,,,Management,Individual,Plaintiff
2243-216-551,2243-216,2243,2243-216,,, ,"Levin, Papantonio, Thomas, Mitchell, Rafferty & Proctor, P.A.",,,checked,,,Management,Individual,Plaintiff
2244-80-552,2244-80,2244,2244-80,Boyd,Larry,Larry Boyd,"Fisher, Boyd, Brown & Huguenard, LLP",293-Larry P. Boyd,Larry P. Boyd,checked,,,LeadCounsel,Individual,Plaintiff
2244-80-553,2244-80,2244,2244-80,Arsenault,Richard,Richard Arsenault,"Neblett, Beard & Arsenault",113-Richard J. Arsenault,Richard J. Arsenault,checked,,,"Management,Communications",Individual,Plaintiff
2244-80-554,2244-80,2244,2244-80,Conroy,Jayne,Jayne Conroy,"Hanly, Conroy, Bierstein, Sheridan, Fisher & Hayes LLP",36-Jayne Conroy,Jayne Conroy,checked,,,Management,Individual,Plaintiff
2244-80-555,2244-80,2244,2244-80,Lanier,W.,W. Lanier,The Lanier Law Firm,71-W. Mark Lanier,W. Mark Lanier,checked,,,Management,Individual,Plaintiff
2244-80-556,2244-80,2244,2244-80,Seeger,Kenneth,Kenneth Seeger,SEEGER o SALVAS LLP,274-Kenneth M. Seeger,Kenneth M. Seeger,checked,,,"Management,Trial,Coordination",Individual,Plaintiff
2244-80-557,2244-80,2244,2244-80,Azar,Franklin,Franklin Azar,"Franklin D. Azar & Associates, P.C.",295-Franklin D. Azar,Franklin D. Azar,checked,,,Management,Individual,Plaintiff
2244-80-558,2244-80,2244,2244-80,Cartmell,Thomas,Thomas Cartmell,"Wagstaff & Cartmell, LLP",81-Thomas P. Cartmell,Thomas P. Cartmell,checked,,,Management,Individual,Plaintiff
2244-80-559,2244-80,2244,2244-80,Climaco,John,John Climaco,"Climaco, Wilcox, Peca, Tarantino & Garofoli Co., LPA",9-John R. Climaco,John R. Climaco,checked,,,Management,Individual,Plaintiff
2244-80-560,2244-80,2244,2244-80,Gordon,Ben,Ben Gordon,"Levin Papantonio Thomas Mitchell Rafferty & Proctor, P.A.",124-Benjamin W. Gordon,Benjamin W. Gordon,checked,,,Management,Individual,Plaintiff
2244-80-561,2244-80,2244,2244-80,Gornick,Lawrence,Lawrence Gornick,"Levin, Simes, Kaiser & Gornick LLP",263-Lawrence J. Gornick,Lawrence J. Gornick,checked,,,Management,Individual,Plaintiff
2244-80-562,2244-80,2244,2244-80,Grand,Jeff,Jeff Grand,"Bernstein Liebhard, LLP",211-Jeffrey S. Grand,Jeffrey S. Grand,checked,,,Management,Individual,Plaintiff
2244-80-563,2244-80,2244,2244-80,Grossman,Marc,Marc Grossman,The Sanders Firm,70-Marc D. Grossman,Marc D. Grossman,checked,,,Management,Individual,Plaintiff
2244-80-564,2244-80,2244,2244-80,Harrison,Steve,Steve Harrison,"Harrison, Davis, Steakley & Morrison, PC",296-Stephen E. Harrison,Stephen E. Harrison,checked,,,Management,Individual,Plaintiff
2244-80-565,2244-80,2244,2244-80,Migliori,Don,Don Migliori,Motley Rice,34-Donald A. Migliori,Donald A. Migliori,checked,,,Management,Individual,Plaintiff
2244-80-566,2244-80,2244,2244-80,Miracle,Trent,Trent Miracle,The Simmons Firm,278-Trent B. Miracle,Trent B. Miracle,checked,,,Management,Individual,Plaintiff
2244-80-567,2244-80,2244,2244-80,Parker,Jerold,Jerold Parker,"Parker, Waichman & Alonso",128-Jerrold S. Parker,Jerrold S. Parker,checked,,,Management,Individual,Plaintiff
2244-80-568,2244-80,2244,2244-80,Restaino,John,John Restaino,The Restaino Law Firm,228-John M. Restaino,John M. Restaino,checked,,,Management,Individual,Plaintiff
2244-80-569,2244-80,2244,2244-80,Samberg,Peter,Peter Samberg,Weitz Luxenburg,299-Peter Samberg,Peter Samberg,checked,,,Management,Individual,Plaintiff
2244-80-570,2244-80,2244,2244-80,Sams,Jane,Jane Sams,The Cochran Law Firm,300-Jane M. Lamberti,Jane M. Lamberti,checked,,,Management,Individual,Plaintiff
2244-80-571,2244-80,2244,2244-80,Seeger,Christopher,Christopher Seeger,Seeger Weiss,130-Christopher A. Seeger,Christopher A. Seeger,checked,,,Management,Individual,Plaintiff
2244-80-572,2244-80,2244,2244-80,Shkolnik,Hunter,Hunter Shkolnik,"Napoli Bern Ripka Shkolnik, LLP",110-Hunter J. Shkolnik,Hunter J. Shkolnik,checked,,,Management,Individual,Plaintiff
2244-80-573,2244-80,2244,2244-80,Ward,Navan,Navan Ward,Beasley Allen Law Firm,268-Navan Ward Jr.,Navan Ward Jr.,checked,,,Management,Individual,Plaintiff
2244-80-574,2244-80,2244,2244-80,Hanly,Paul,Paul Hanly,"Hanly, Conroy, Bierstein, Sheridan, Fisher & Hayes LLP",31-Paul J. Hanly Jr,Paul J. Hanly Jr,checked,,,Discovery,Individual,Plaintiff
2244-80-575,2244-80,2244,2244-80,Gornick,Lawrence,Lawrence Gornick,"Levin, Simes, Kaiser & Gornick LLP",263-Lawrence J. Gornick,Lawrence J. Gornick,checked,,,Discovery,Individual,Plaintiff
2244-80-576,2244-80,2244,2244-80,Grand,Jeff,Jeff Grand,"Bernstein Liebhard, LLP",211-Jeffrey S. Grand,Jeffrey S. Grand,checked,,,Discovery,Individual,Plaintiff
2244-80-577,2244-80,2244,2244-80,Haindfield,Matthew,Matthew Haindfield,"Bradshaw, Fowler, Proctor & Fairgrave, PC",302-Matthew J. Haindfield,Matthew J. Haindfield,checked,,,Discovery,Individual,Plaintiff
2244-80-578,2244-80,2244,2244-80,Kershaw,William,William Kershaw,"Kershaw, Cutter & Ratinoff",303-William A. Kershaw,William A. Kershaw,checked,,,Discovery,Individual,Plaintiff
2244-80-579,2244-80,2244,2244-80,Johnson,Eric,Eric Johnson,The Simmons Firm,304-Eric S. Johnson,Eric S. Johnson,checked,,,Discovery,Individual,Plaintiff
2244-80-580,2244-80,2244,2244-80,Moccio,Vincent,Vincent Moccio,"Robins, Kaplan, Miller & Ceresi",305-Vincent J. Moccio,Vincent J. Moccio,checked,,,Discovery,Individual,Plaintiff
2244-80-581,2244-80,2244,2244-80,Preuss,Thomas,Thomas Preuss,"Wagstaff & Cartmell, LLP",306-Thomas J. Preuss,Thomas J. Preuss,checked,,,Discovery,Individual,Plaintiff
2244-80-582,2244-80,2244,2244-80,Sams,Jane,Jane Sams,The Cochran Law Firm,300-Jane M. Lamberti,Jane M. Lamberti,checked,,,Discovery,Individual,Plaintiff
2244-80-583,2244-80,2244,2244-80,Ward,Navan,Navan Ward,Beasley Allen Law Firm,268-Navan Ward Jr.,Navan Ward Jr.,checked,,,Discovery,Individual,Plaintiff
2244-80-584,2244-80,2244,2244-80,Restaino,John,John Restaino,The Restaino Law Firm,228-John M. Restaino,John M. Restaino,checked,,,Expert,Individual,Plaintiff
2244-80-585,2244-80,2244,2244-80,Devine,Brian,Brian Devine,SEEGER o SALVAS LLP,307-Brian J. Devine,Brian J. Devine,checked,,,Expert,Individual,Plaintiff
2244-80-586,2244-80,2244,2244-80,Gordon,Ben,Ben Gordon,"Levin Papantonio Thomas Mitchell Rafferty & Proctor, P.A.",124-Benjamin W. Gordon,Benjamin W. Gordon,checked,,,Expert,Individual,Plaintiff
2244-80-587,2244-80,2244,2244-80,Kaufman,Pete,Pete Kaufman,Panish Shea & Boyle,288-Peter L. Kaufman,Peter L. Kaufman,checked,,,Expert,Individual,Plaintiff
2244-80-588,2244-80,2244,2244-80,Zaic,Julia,Julia Zaic,Heaviside Reed Zaic,308-Julia N. R. Zaic,Julia N. R. Zaic,checked,,,Expert,Individual,Plaintiff
2244-80-589,2244-80,2244,2244-80,Romano,John,John Romano,Romano Law Group,309-John F. Romano,John F. Romano,checked,,,Expert,Individual,Plaintiff
2244-80-590,2244-80,2244,2244-80,Samberg,Peter,Peter Samberg,Weitz Luxenburg,299-Peter Samberg,Peter Samberg,checked,,,Expert,Individual,Plaintiff
2244-80-591,2244-80,2244,2244-80,Restaino,Lori,Lori Restaino,Writer Square,310-Lori A. Siler,Lori A. Siler,checked,,,Expert,Individual,Plaintiff
2244-80-592,2244-80,2244,2244-80,Gupta,Sri,Sri Gupta,"Neblett, Beard & Arsenault",311-Srivatsa V. Gupta,Srivatsa V. Gupta,checked,,,Expert,Individual,Plaintiff
2244-80-593,2244-80,2244,2244-80,Parker,Kevin,Kevin Parker,The Lanier Law Firm,312-Kevin P. Parker,Kevin P. Parker,checked,,,Motions,Individual,Plaintiff
2244-80-594,2244-80,2244,2244-80,Presnal,Justin,Justin Presnal,"Fisher, Boyd, Brown & Huguenard, LLP",313-Justin J. Presnal,Justin J. Presnal,checked,,,Motions,Individual,Plaintiff
2244-80-595,2244-80,2244,2244-80,Salvas,Adam,Adam Salvas,SEEGER o SALVAS LLP,314-Adam R. Salvas,Adam R. Salvas,checked,,,Motions,Individual,Plaintiff
2244-80-596,2244-80,2244,2244-80,Bierstein,Andrea,Andrea Bierstein,"Hanly, Conroy, Bierstein, Sheridan, Fisher & Hayes LLP",37-Andrea B. Bierstein,Andrea B. Bierstein,checked,,,Motions,Individual,Plaintiff
2244-80-597,2244-80,2244,2244-80,Hoekstra,Jennifer,Jennifer Hoekstra,"Neblett, Beard & Arsenault",315-Jennifer M. Hoekstra,Jennifer M. Hoekstra,checked,,,Motions,Individual,Plaintiff
2244-80-598,2244-80,2244,2244-80,Boyd,Larry,Larry Boyd,"Fisher, Boyd, Brown & Huguenard, LLP",293-Larry P. Boyd,Larry P. Boyd,checked,,,Trial,Individual,Plaintiff
2244-80-599,2244-80,2244,2244-80,Lanier,W.,W. Lanier,The Lanier Law Firm,71-W. Mark Lanier,W. Mark Lanier,checked,,,Trial,Individual,Plaintiff
2244-80-600,2244-80,2244,2244-80,Baghdadi,Khaldoun,Khaldoun Baghdadi,"Walkup, Melodia, Kelly & Schoenberger",285-Khaldoun A. Baghdadi,Khaldoun A. Baghdadi,checked,,,Trial,Individual,Plaintiff
2244-80-601,2244-80,2244,2244-80,Meadow,Richard,Richard Meadow,The Lanier Law Firm,217-Richard D. Meadow,Richard D. Meadow,checked,,,Trial,Individual,Plaintiff
2244-254-602,2244-254,2244,2244-254,Boyd,Larry,Larry Boyd,"Fisher, Boyd, Brown & Huguenard, LLP",293-Larry P. Boyd,Larry P. Boyd,checked,,,LeadCounsel,Individual,Plaintiff
2244-80-603,2244-80,2244,2244-80,Lanier,W.,W. Lanier,The Lanier Law Firm,71-W. Mark Lanier,W. Mark Lanier,checked,,,"LeadCounsel,Trial",Individual,Plaintiff
2244-254-604,2244-254,2244,2244-254,Boyd,Larry,Larry Boyd,"Fisher, Boyd, Brown & Huguenard, LLP",293-Larry P. Boyd,Larry P. Boyd,checked,,,Management,Individual,Plaintiff
2244-254-605,2244-254,2244,2244-254,Arsenault,Richard,Richard Arsenault,"Neblett, Beard & Arsenault",113-Richard J. Arsenault,Richard J. Arsenault,checked,,,"Management,Communications",Individual,Plaintiff
2244-254-606,2244-254,2244,2244-254,Conroy,Jayne,Jayne Conroy,"Hanly, Conroy, Bierstein, Sheridan, Fisher & Hayes LLP",36-Jayne Conroy,Jayne Conroy,checked,,,Management,Individual,Plaintiff
2244-254-607,2244-254,2244,2244-254,Lanier,W.,W. Lanier,The Lanier Law Firm,71-W. Mark Lanier,W. Mark Lanier,checked,,,Management,Individual,Plaintiff
2244-254-608,2244-254,2244,2244-254,Azar,Franklin,Franklin Azar,"Franklin D. Azar & Associates, P.C.",295-Franklin D. Azar,Franklin D. Azar,checked,,,Management,Individual,Plaintiff
2244-254-609,2244-254,2244,2244-254,Cartmell,Thomas,Thomas Cartmell,"Wagstaff & Cartmell, LLP",81-Thomas P. Cartmell,Thomas P. Cartmell,checked,,,Management,Individual,Plaintiff
2244-254-610,2244-254,2244,2244-254,Climaco,John,John Climaco,"Climaco, Wilcox, Peca, Tarantino & Garofoli Co., LPA",9-John R. Climaco,John R. Climaco,checked,,,Management,Individual,Plaintiff
2244-254-611,2244-254,2244,2244-254,Gordon,Ben,Ben Gordon,"Levin Papantonio Thomas Mitchell Rafferty & Proctor, P.A.",124-Benjamin W. Gordon,Benjamin W. Gordon,checked,,,Management,Individual,Plaintiff
2244-254-612,2244-254,2244,2244-254,Grand,Jeff,Jeff Grand,"Bernstein Liebhard, LLP",211-Jeffrey S. Grand,Jeffrey S. Grand,checked,,,Management,Individual,Plaintiff
2244-254-613,2244-254,2244,2244-254,Grossman,Marc,Marc Grossman,The Sanders Firm,70-Marc D. Grossman,Marc D. Grossman,checked,,,Management,Individual,Plaintiff
2244-254-614,2244-254,2244,2244-254,Harrison,Steve,Steve Harrison,"Harrison, Davis, Steakley & Morrison, PC",296-Stephen E. Harrison,Stephen E. Harrison,checked,,,Management,Individual,Plaintiff
2244-254-615,2244-254,2244,2244-254,Migliori,Don,Don Migliori,Motley Rice,34-Donald A. Migliori,Donald A. Migliori,checked,,,Management,Individual,Plaintiff
2244-254-617,2244-254,2244,2244-254,Miracle,Trent,Trent Miracle,The Simmons Firm,278-Trent B. Miracle,Trent B. Miracle,checked,,,Management,Individual,Plaintiff
2244-254-618,2244-254,2244,2244-254,Parker,Jerold,Jerold Parker,"Parker, Waichman & Alonso",128-Jerrold S. Parker,Jerrold S. Parker,checked,,,Management,Individual,Plaintiff
2244-254-619,2244-254,2244,2244-254,Restaino,John,John Restaino,The Restaino Law Firm,228-John M. Restaino,John M. Restaino,checked,,,Management,Individual,Plaintiff
2244-254-620,2244-254,2244,2244-254,Samberg,Peter,Peter Samberg,Weitz Luxenburg,299-Peter Samberg,Peter Samberg,checked,,,Management,Individual,Plaintiff
2244-254-621,2244-254,2244,2244-254,Sams,Jane,Jane Sams,The Cochran Law Firm,300-Jane M. Lamberti,Jane M. Lamberti,checked,,,Management,Individual,Plaintiff
2244-254-622,2244-254,2244,2244-254,Seeger,Christopher,Christopher Seeger,Seeger Weiss,130-Christopher A. Seeger,Christopher A. Seeger,checked,,,Management,Individual,Plaintiff
2244-254-623,2244-254,2244,2244-254,Shkolnik,Hunter,Hunter Shkolnik,"Napoli Bern Ripka Shkolnik, LLP",110-Hunter J. Shkolnik,Hunter J. Shkolnik,checked,,,Management,Individual,Plaintiff
2244-254-624,2244-254,2244,2244-254,Ward,Navan,Navan Ward,Beasley Allen Law Firm,268-Navan Ward Jr.,Navan Ward Jr.,checked,,,Management,Individual,Plaintiff
2244-254-625,2244-254,2244,2244-254,Hanly,Paul,Paul Hanly,"Hanly, Conroy, Bierstein, Sheridan, Fisher & Hayes LLP",31-Paul J. Hanly Jr,Paul J. Hanly Jr,checked,,,Discovery,Individual,Plaintiff
2244-254-626,2244-254,2244,2244-254,Grand,Jeff,Jeff Grand,"Bernstein Liebhard, LLP",211-Jeffrey S. Grand,Jeffrey S. Grand,checked,,,Discovery,Individual,Plaintiff
2244-254-627,2244-254,2244,2244-254,Haindfield,Matthew,Matthew Haindfield,"Bradshaw, Fowler, Proctor & Fairgrave, PC",302-Matthew J. Haindfield,Matthew J. Haindfield,checked,,,Discovery,Individual,Plaintiff
2244-254-628,2244-254,2244,2244-254,Kershaw,William,William Kershaw,"Kershaw, Cutter & Ratinoff",303-William A. Kershaw,William A. Kershaw,checked,,,Discovery,Individual,Plaintiff
2244-254-629,2244-254,2244,2244-254,Johnson,Eric,Eric Johnson,The Simmons Firm,304-Eric S. Johnson,Eric S. Johnson,checked,,,Discovery,Individual,Plaintiff
2244-254-630,2244-254,2244,2244-254,Moccio,Vincent,Vincent Moccio,"Robins, Kaplan, Miller & Ceresi",305-Vincent J. Moccio,Vincent J. Moccio,checked,,,Discovery,Individual,Plaintiff
2244-254-631,2244-254,2244,2244-254,Preuss,Thomas,Thomas Preuss,"Wagstaff & Cartmell, LLP",306-Thomas J. Preuss,Thomas J. Preuss,checked,,,Discovery,Individual,Plaintiff
2244-254-632,2244-254,2244,2244-254,Sams,Jane,Jane Sams,The Cochran Law Firm,300-Jane M. Lamberti,Jane M. Lamberti,checked,,,Discovery,Individual,Plaintiff
2244-254-633,2244-254,2244,2244-254,Ward,Navan,Navan Ward,Beasley Allen Law Firm,268-Navan Ward Jr.,Navan Ward Jr.,checked,,,Discovery,Individual,Plaintiff
2244-254-634,2244-254,2244,2244-254,Gupta,Sri,Sri Gupta,"Neblett, Beard & Arsenault",311-Srivatsa V. Gupta,Srivatsa V. Gupta,checked,,,Expert,Individual,Plaintiff
2244-254-635,2244-254,2244,2244-254,Gordon,Ben,Ben Gordon,"Levin Papantonio Thomas Mitchell Rafferty & Proctor, P.A.",124-Benjamin W. Gordon,Benjamin W. Gordon,checked,,,Expert,Individual,Plaintiff
2244-254-636,2244-254,2244,2244-254,Kaufman,Pete,Pete Kaufman,Panish Shea & Boyle,288-Peter L. Kaufman,Peter L. Kaufman,checked,,,Expert,Individual,Plaintiff
2244-254-637,2244-254,2244,2244-254,Zaic,Julia,Julia Zaic,Heaviside Reed Zaic,308-Julia N. R. Zaic,Julia N. R. Zaic,checked,,,Expert,Individual,Plaintiff
2244-254-638,2244-254,2244,2244-254,Romano,John,John Romano,Romano Law Group,309-John F. Romano,John F. Romano,checked,,,Expert,Individual,Plaintiff
2244-254-639,2244-254,2244,2244-254,Samberg,Peter,Peter Samberg,Weitz Luxenburg,299-Peter Samberg,Peter Samberg,checked,,,Expert,Individual,Plaintiff
2244-254-640,2244-254,2244,2244-254,Cordella,Paul,Paul Cordella,The Lanier Law Firm,317-Paul R. Cordella,Paul R. Cordella,checked,,,Expert,Individual,Plaintiff
2244-254-641,2244-254,2244,2244-254,Restaino,Lori,Lori Restaino,Writer Square,310-Lori A. Siler,Lori A. Siler,checked,,,Expert,Individual,Plaintiff
2244-254-642,2244-254,2244,2244-254,Parker,Kevin,Kevin Parker,The Lanier Law Firm,312-Kevin P. Parker,Kevin P. Parker,checked,,,Motions,Individual,Plaintiff
2244-254-643,2244-254,2244,2244-254,Presnal,Justin,Justin Presnal,"Fisher, Boyd, Brown & Huguenard, LLP",313-Justin J. Presnal,Justin J. Presnal,checked,,,Motions,Individual,Plaintiff
2244-254-644,2244-254,2244,2244-254,Bierstein,Andrea,Andrea Bierstein,"Hanly, Conroy, Bierstein, Sheridan, Fisher & Hayes LLP",37-Andrea B. Bierstein,Andrea B. Bierstein,checked,,,Motions,Individual,Plaintiff
2244-254-645,2244-254,2244,2244-254,Hoekstra,Jennifer,Jennifer Hoekstra,"Neblett, Beard & Arsenault",315-Jennifer M. Hoekstra,Jennifer M. Hoekstra,checked,,,Motions,Individual,Plaintiff
2244-254-646,2244-254,2244,2244-254,Boyd,Larry,Larry Boyd,"Fisher, Boyd, Brown & Huguenard, LLP",293-Larry P. Boyd,Larry P. Boyd,checked,,,Coordination,Individual,Plaintiff
2244-254-647,2244-254,2244,2244-254,Baghdadi,Khaldoun,Khaldoun Baghdadi,"Walkup, Melodia, Kelly & Schoenberger",285-Khaldoun A. Baghdadi,Khaldoun A. Baghdadi,checked,,,Coordination,Individual,Plaintiff
2244-254-648,2244-254,2244,2244-254,Meadow,Richard,Richard Meadow,The Lanier Law Firm,217-Richard D. Meadow,Richard D. Meadow,checked,,,Coordination,Individual,Plaintiff
2244-414-649,2244-414,2244,2244-414,Boyd,Larry,Larry Boyd,"Fisher, Boyd, Brown & Huguenard, LLP",293-Larry P. Boyd,Larry P. Boyd,checked,,,"LeadCounsel,Management,Trial",Individual,Plaintiff
2244-414-650,2244-414,2244,2244-414,Lanier,W.,W. Lanier,The Lanier Law Firm,71-W. Mark Lanier,W. Mark Lanier,checked,,,"LeadCounsel,Management,Trial",Individual,Plaintiff
2244-414-651,2244-414,2244,2244-414,Arsenault,Richard,Richard Arsenault,"Neblett, Beard & Arsenault",113-Richard J. Arsenault,Richard J. Arsenault,checked,,,"Management,Communications",Individual,Plaintiff
2244-414-652,2244-414,2244,2244-414,Conroy,Jayne,Jayne Conroy,"Hanly, Conroy, Bierstein, Sheridan, Fisher & Hayes LLP",36-Jayne Conroy,Jayne Conroy,checked,,,Management,Individual,Plaintiff
2244-414-653,2244-414,2244,2244-414,Azar,Franklin,Franklin Azar,"Franklin D. Azar & Associates, P.C.",295-Franklin D. Azar,Franklin D. Azar,checked,,,Management,Individual,Plaintiff
2244-414-654,2244-414,2244,2244-414,Cartmell,Thomas,Thomas Cartmell,"Wagstaff & Cartmell, LLP",81-Thomas P. Cartmell,Thomas P. Cartmell,checked,,,Management,Individual,Plaintiff
2244-414-655,2244-414,2244,2244-414,Taschner,Dana,Dana Taschner,Law Offices of Dana B. Taschner,318-Dana B. Taschner,Dana B. Taschner,checked,,,Management,Individual,Plaintiff
2244-414-656,2244-414,2244,2244-414,Gordon,Ben,Ben Gordon,"Levin Papantonio Thomas Mitchell Rafferty & Proctor, P.A.",124-Benjamin W. Gordon,Benjamin W. Gordon,checked,,,"Management,Expert",Individual,Plaintiff
2244-414-657,2244-414,2244,2244-414,Grand,Jeff,Jeff Grand,"Bernstein Liebhard, LLP",211-Jeffrey S. Grand,Jeffrey S. Grand,checked,,,Management,Individual,Plaintiff
2244-414-658,2244-414,2244,2244-414,Bernstein,Marc,Marc Bernstein,The Sanders Firm,70-Marc D. Grossman,Marc D. Grossman,checked,,,Management,Individual,Plaintiff
2244-414-659,2244-414,2244,2244-414,Harrison,Steve,Steve Harrison,"Harrison, Davis, Steakley & Morrison, PC",296-Stephen E. Harrison,Stephen E. Harrison,checked,,,Management,Individual,Plaintiff
2244-414-660,2244-414,2244,2244-414,Migliori,Don,Don Migliori,Motley Rice,34-Donald A. Migliori,Donald A. Migliori,checked,,,Management,Individual,Plaintiff
2244-414-661,2244-414,2244,2244-414,Miracle,Trent,Trent Miracle,The Simmons Firm,278-Trent B. Miracle,Trent B. Miracle,checked,,,Management,Individual,Plaintiff
2244-414-662,2244-414,2244,2244-414,Parker,Jerold,Jerold Parker,"Parker, Waichman & Alonso",128-Jerrold S. Parker,Jerrold S. Parker,checked,,,Management,Individual,Plaintiff
2244-414-663,2244-414,2244,2244-414,Restaino,John,John Restaino,The Restaino Law Firm,228-John M. Restaino,John M. Restaino,checked,,,Management,Individual,Plaintiff
2244-414-664,2244-414,2244,2244-414,Samberg,Peter,Peter Samberg,Weitz Luxenburg,299-Peter Samberg,Peter Samberg,checked,,,Management,Individual,Plaintiff
2244-414-665,2244-414,2244,2244-414,Sams,Jane,Jane Sams,The Cochran Law Firm,300-Jane M. Lamberti,Jane M. Lamberti,checked,,,Management,Individual,Plaintiff
2244-414-666,2244-414,2244,2244-414,Seeger,Christopher,Christopher Seeger,Seeger Weiss,130-Christopher A. Seeger,Christopher A. Seeger,checked,,,Management,Individual,Plaintiff
2244-414-667,2244-414,2244,2244-414,Shkolnik,Hunter,Hunter Shkolnik,"Napoli Bern Ripka Shkolnik, LLP",110-Hunter J. Shkolnik,Hunter J. Shkolnik,checked,,,Management,Individual,Plaintiff
2244-414-668,2244-414,2244,2244-414,Ward,Navan,Navan Ward,Beasley Allen Law Firm,268-Navan Ward Jr.,Navan Ward Jr.,checked,,,Management,Individual,Plaintiff
